54,female,61.64,11,flower,3,3,27,4.47,"[0,1.31,2.22,3.28,5.39,8.34,10.61,11.79,13.05,14.62,17.83,22.2,24.76,27.96,29.64,31.12,33.58,35.64,37.13,41.34,43.33,46.22,47.98,52.45,54.76,58.64,61.64]"
55,female,42.66,11,straight,3,3,20,5.82,"[0,1.6,3.26,4.56,5.51,6.74,8.37,9.46,10.55,13.61,19.43,22.14,25.87,27.93,31.68,34.48,35.58,38.05,40.37,42.66]"
56,female,42.66,11,straight,3,3,20,5.82,"[0,1.6,3.26,4.56,5.51,6.74,8.37,9.46,10.55,13.61,19.43,22.14,25.87,27.93,31.68,34.48,35.58,38.05,40.37,42.66]"
57,female,38.30,11,curve,3,3,38,4.83,"[0,0,2.51,3.47,4.76,5.74,10.57,12.7,13.59,15.54,17.24,18.7,21.76,26.24,28.66,31.07,32.46,35.08,38.3]"
58,female,37.30,11,regular,3,3,19,4.11,"[0,1.14,2.18,3.39,5.68,7.2,8.51,11.09,14.07,16.45,18.05,18.88,21.32,23.18,24.27,28.38,31.41,34.29,37.3]"
59,female,37.84,11,regular,3,3,18,5.41,"[0,3.49,4.8,6.97,9.84,11.4,13.01,14.65,16.75,18.41,19.74,21.09,23.74,29.15,31.62,33.87,36.8,37.84]"
60,female,79.71,11,star,3,4,29,5.79,"[0,1.37,2.26,3.61,6.06,7.77,10.68,13.17,15.6,16.99,19.77,25.56,29.03,30.44,34.6,39.5,40.33,42.73,44.61,45.7,49.43,52.4,56.43,60.57,64.98,66.41,69.55,75.22,79.71]"
61,female,86.37,11,regular,4,4,39,6.13,"[0,4.27,5.65,10.25,11.47,12.99,13.7,15.55,17.46,18.74,21.13,24.98,26.19,28.67,30.05,31.3,37.43,40.09,41.35,43.48,46.18,47.51,49.56,53.72,54.54,56.2,57.83,60.65,63.32,65.77,68.77,71.28,72.79,74.72,76.26,79.32,82.26,84.42,86.37]"
62,female,90.61,11,straight,3,4,36,6.47,"[0,1.84,2.96,3.89,5.06,7.14,8.07,14.54,18.38,21.13,24.33,26.72,30.28,31.55,34.17,36.14,36.99,41.63,45.03,49.12,50.58,51.66,55.9,58.74,61.06,64.07,65.45,69.43,70.39,71.15,74.09,76.36,78.37,82.86,86.3,90.61]"
63,female,90.61,11,straight,3,4,36,6.47,"[0,1.84,2.96,3.89,5.06,7.14,8.07,14.54,18.38,21.13,24.33,26.72,30.28,31.55,34.17,36.14,36.99,41.63,45.03,49.12,50.58,51.66,55.9,58.74,61.06,64.07,65.45,69.43,70.39,71.15,74.09,76.36,78.37,82.86,86.3,90.61]"
64,female,31.52,20,curve,3,3,28,4.04,"[0,1.62,5.16,7.88,11.92,13,13.38,15.58,17.78,21.26,24.09,26.34,29.38,31.52]"
65,female,39.84,1,curve,3,3,60,6.45,"[0,3.47,5.96,12.41,14.38,15.01,15.49,15.94,16.53,17.55,18.85,19.95,21.25,22.86,23.65,24.97,26.5,27.52,28.51,29.35,29.77,30.41,31.27,32.25,33.7,34.72,36.11,36.88,38.88,39.84]"
66,male,13.12,1,regular,2,2,11,2.25,"[0,0.69,2.19,3.2,4.01,5.51,6.46,7.65,8.78,11.03,13.12]"
